cts,date,GPS (Lat.) [deg],GPS (Long.) [deg],GPS (Alt.) [m],GPS (2D) [m/s],GPS (3D) [m/s],GPS (days) [deg],GPS (secs) [s],GPS (DOP) [deg],GPS (fix) [deg],altitude system
20711.83418,2024-11-03T22:55:44.099Z,40.7471416,-111.9215443,1286.81,0.355,0.55,9073,82544.099,1.77,3,MSLV
20811.90164,2024-11-03T22:55:44.198Z,40.7471414,-111.9215464,1286.624,0.76,0.37,9073,82544.199,1.77,3,MSLV
20911.96909,2024-11-03T22:55:44.298Z,40.7471413,-111.9215463,1286.626,0.461,0.76,9073,82544.299,1.77,3,MSLV
21012.03655,2024-11-03T22:55:44.399Z,40.7471411,-111.9215459,1286.683,0.399,0.46,9073,82544.399,1.77,3,MSLV
21112.104,2024-11-03T22:55:44.498Z,40.747141,-111.9215467,1286.549,0.405,0.4,9073,82544.499,1.77,3,MSLV
21211.992,2024-11-03T22:55:44.599Z,40.747141,-111.9215463,1286.679,0.342,0.41,9073,82544.599,1.77,3,MSLV
21311.88,2024-11-03T22:55:44.698Z,40.7471409,-111.9215462,1286.652,0.177,0.34,9073,82544.699,1.77,3,MSLV
21411.768,2024-11-03T22:55:44.798Z,40.7471408,-111.9215462,1286.676,0.191,0.18,9073,82544.799,1.77,3,MSLV
21511.656,2024-11-03T22:55:44.899Z,40.7471408,-111.9215463,1286.643,0.125,0.19,9073,82544.899,1.77,3,MSLV
21611.544,2024-11-03T22:55:45.000Z,40.7471405,-111.9215457,1286.651,0.105,0.13,9073,82545,1.77,3,MSLV
21711.432,2024-11-03T22:55:45.099Z,40.7471403,-111.9215457,1286.644,0.092,0.11,9073,82545.099,1.77,3,MSLV
21811.32,2024-11-03T22:55:45.198Z,40.74714,-111.9215461,1286.57,0.162,0.1,9073,82545.199,1.65,3,MSLV
21911.208,2024-11-03T22:55:45.298Z,40.7471401,-111.9215462,1286.56,0.141,0.16,9073,82545.299,1.65,3,MSLV
22011.096,2024-11-03T22:55:45.399Z,40.74714,-111.9215457,1286.623,0.036,0.14,9073,82545.399,1.65,3,MSLV
22111.01455,2024-11-03T22:55:45.498Z,40.7471396,-111.9215456,1286.582,0.15,0.04,9073,82545.499,1.65,3,MSLV
22210.93309,2024-11-03T22:55:45.599Z,40.7471391,-111.9215461,1286.492,0.265,0.15,9073,82545.599,1.65,3,MSLV
22310.85164,2024-11-03T22:55:45.698Z,40.7471392,-111.9215464,1286.485,0.219,0.27,9073,82545.699,1.65,3,MSLV
22410.77018,2024-11-03T22:55:45.798Z,40.7471391,-111.9215462,1286.504,0.192,0.22,9073,82545.799,1.65,3,MSLV
22510.68873,2024-11-03T22:55:45.899Z,40.7471386,-111.9215459,1286.488,0.211,0.19,9073,82545.899,1.65,3,MSLV
22610.60727,2024-11-03T22:55:46.000Z,40.7471381,-111.921546,1286.424,0.269,0.21,9073,82546,1.65,3,MSLV
22710.52582,2024-11-03T22:55:46.099Z,40.7471383,-111.9215465,1286.423,0.141,0.27,9073,82546.099,1.65,3,MSLV
22810.44436,2024-11-03T22:55:46.198Z,40.747138,-111.9215467,1286.366,0.181,0.14,9073,82546.199,1.65,3,MSLV
22910.36291,2024-11-03T22:55:46.298Z,40.7471377,-111.9215466,1286.389,0.309,0.19,9073,82546.299,1.65,3,MSLV
23010.28145,2024-11-03T22:55:46.399Z,40.7471373,-111.9215462,1286.327,0.145,0.31,9073,82546.399,1.65,3,MSLV
23110.2,2024-11-03T22:55:46.498Z,40.7471372,-111.9215456,1286.41,0.184,0.16,9073,82546.499,1.65,3,MSLV
23210.06067,2024-11-03T22:55:46.599Z,40.747137,-111.921545,1286.398,0.095,0.19,9073,82546.599,1.65,3,MSLV
23309.92133,2024-11-03T22:55:46.698Z,40.7471377,-111.9215456,1286.341,0.377,0.11,9073,82546.699,1.65,3,MSLV
23409.782,2024-11-03T22:55:46.798Z,40.7471376,-111.9215452,1286.409,0.234,0.38,9073,82546.799,1.65,3,MSLV
23509.64267,2024-11-03T22:55:46.899Z,40.7471375,-111.9215447,1286.455,0.129,0.24,9073,82546.899,2.02,3,MSLV
23609.50333,2024-11-03T22:55:47.000Z,40.7471376,-111.9215449,1286.423,0.216,0.13,9073,82547,2.02,3,MSLV
23709.364,2024-11-03T22:55:47.099Z,40.7471373,-111.9215443,1286.422,0.058,0.22,9073,82547.099,2.06,3,MSLV
23809.22467,2024-11-03T22:55:47.198Z,40.7471374,-111.9215445,1286.42,0.112,0.07,9073,82547.199,2.02,3,MSLV
23909.08533,2024-11-03T22:55:47.298Z,40.7471369,-111.921544,1286.402,0.208,0.12,9073,82547.299,2.02,3,MSLV
24008.946,2024-11-03T22:55:47.399Z,40.7471368,-111.9215445,1286.342,0.081,0.21,9073,82547.399,2.02,3,MSLV
24108.86709,2024-11-03T22:55:47.498Z,40.7471367,-111.9215439,1286.38,0.149,0.1,9073,82547.499,2.02,3,MSLV
24208.78818,2024-11-03T22:55:47.599Z,40.7471364,-111.9215441,1286.41,0.335,0.15,9073,82547.599,2.02,3,MSLV
24308.70927,2024-11-03T22:55:47.698Z,40.7471366,-111.9215439,1286.4,0.047,0.34,9073,82547.699,2.02,3,MSLV
24408.63036,2024-11-03T22:55:47.798Z,40.7471366,-111.9215429,1286.404,0.243,0.06,9073,82547.799,2.06,3,MSLV
24508.55145,2024-11-03T22:55:47.899Z,40.7471364,-111.9215427,1286.364,0.163,0.25,9073,82547.899,2.06,3,MSLV
24608.47255,2024-11-03T22:55:48.000Z,40.7471366,-111.9215425,1286.361,0.191,0.17,9073,82548,2.02,3,MSLV
24708.39364,2024-11-03T22:55:48.099Z,40.7471369,-111.9215423,1286.405,0.179,0.2,9073,82548.099,2.06,3,MSLV
24808.31473,2024-11-03T22:55:48.198Z,40.7471372,-111.9215423,1286.354,0.398,0.18,9073,82548.199,2.06,3,MSLV
24908.23582,2024-11-03T22:55:48.298Z,40.7471375,-111.9215423,1286.345,0.308,0.4,9073,82548.299,2.02,3,MSLV
25008.15691,2024-11-03T22:55:48.399Z,40.747138,-111.9215425,1286.35,0.409,0.31,9073,82548.399,2.02,3,MSLV
25108.078,2024-11-03T22:55:48.498Z,40.7471383,-111.9215418,1286.429,0.331,0.41,9073,82548.499,2.02,3,MSLV
25208.1706,2024-11-03T22:55:48.599Z,40.7471383,-111.9215411,1286.527,0.158,0.33,9073,82548.599,2.02,3,MSLV
25308.2632,2024-11-03T22:55:48.698Z,40.7471382,-111.9215407,1286.501,0.137,0.16,9073,82548.699,2.02,3,MSLV
25408.3558,2024-11-03T22:55:48.798Z,40.7471385,-111.9215414,1286.461,0.14,0.14,9073,82548.799,2.02,3,MSLV
25508.4484,2024-11-03T22:55:48.899Z,40.7471387,-111.9215413,1286.499,0.11,0.14,9073,82548.899,2.02,3,MSLV
25608.541,2024-11-03T22:55:49.000Z,40.7471387,-111.9215416,1286.465,0.04,0.12,9073,82549,2.02,3,MSLV
25708.6336,2024-11-03T22:55:49.099Z,40.7471388,-111.9215419,1286.448,0.078,0.04,9073,82549.099,2.02,3,MSLV
25808.7262,2024-11-03T22:55:49.198Z,40.7471388,-111.921542,1286.465,0.029,0.08,9073,82549.199,2.02,3,MSLV
25908.8188,2024-11-03T22:55:49.298Z,40.7471388,-111.9215418,1286.439,0.047,0.04,9073,82549.299,2.02,3,MSLV
26008.9114,2024-11-03T22:55:49.399Z,40.747139,-111.9215412,1286.459,0.173,0.05,9073,82549.399,2.02,3,MSLV
26109.004,2024-11-03T22:55:49.498Z,40.747139,-111.9215402,1286.574,0.23,0.17,9073,82549.499,2.02,3,MSLV
26209.0348,2024-11-03T22:55:49.599Z,40.7471392,-111.9215403,1286.566,0.223,0.24,9073,82549.599,2.02,3,MSLV
26309.0656,2024-11-03T22:55:49.698Z,40.7471391,-111.9215397,1286.6,0.278,0.23,9073,82549.699,2.02,3,MSLV
26409.0964,2024-11-03T22:55:49.798Z,40.7471393,-111.9215394,1286.634,0.278,0.28,9073,82549.799,2.02,3,MSLV
26509.1272,2024-11-03T22:55:49.899Z,40.7471394,-111.921539,1286.736,0.3,0.29,9073,82549.899,2.02,3,MSLV
26609.158,2024-11-03T22:55:50.000Z,40.7471395,-111.9215397,1286.735,0.057,0.32,9073,82550,2.02,3,MSLV
26709.1888,2024-11-03T22:55:50.099Z,40.7471396,-111.9215404,1286.722,0.076,0.13,9073,82550.099,2.02,3,MSLV
26809.2196,2024-11-03T22:55:50.198Z,40.7471397,-111.92154,1286.804,0.048,0.14,9073,82550.199,2.02,3,MSLV
26909.2504,2024-11-03T22:55:50.298Z,40.7471399,-111.9215406,1286.748,0.157,0.15,9073,82550.299,2.02,3,MSLV
27009.2812,2024-11-03T22:55:50.399Z,40.7471402,-111.9215408,1286.817,0.21,0.19,9073,82550.399,2.02,3,MSLV
27109.312,2024-11-03T22:55:50.498Z,40.7471403,-111.9215411,1286.826,0.161,0.25,9073,82550.499,2.02,3,MSLV
27209.2264,2024-11-03T22:55:50.599Z,40.7471407,-111.9215412,1286.903,0.203,0.21,9073,82550.599,2.02,3,MSLV
27309.1408,2024-11-03T22:55:50.698Z,40.7471406,-111.9215417,1286.849,0.156,0.26,9073,82550.699,2.02,3,MSLV
27409.0552,2024-11-03T22:55:50.798Z,40.7471403,-111.9215425,1286.733,0.031,0.2,9073,82550.799,2.02,3,MSLV
27508.9696,2024-11-03T22:55:50.899Z,40.7471403,-111.921543,1286.747,0.178,0.08,9073,82550.899,2.02,3,MSLV
27608.884,2024-11-03T22:55:51.000Z,40.7471405,-111.9215438,1286.721,0.235,0.19,9073,82551,2.02,3,MSLV
27708.7984,2024-11-03T22:55:51.099Z,40.7471404,-111.9215439,1286.754,0.208,0.24,9073,82551.099,2.02,3,MSLV
27808.7128,2024-11-03T22:55:51.198Z,40.7471404,-111.9215439,1286.789,0.09,0.22,9073,82551.199,2.02,3,MSLV
27908.6272,2024-11-03T22:55:51.298Z,40.7471405,-111.921545,1286.722,0.247,0.12,9073,82551.299,2.02,3,MSLV
28008.5416,2024-11-03T22:55:51.399Z,40.7471404,-111.9215451,1286.672,0.024,0.25,9073,82551.399,2.02,3,MSLV
28108.456,2024-11-03T22:55:51.498Z,40.7471409,-111.9215457,1286.706,0.25,0.04,9073,82551.499,2.02,3,MSLV
28208.4256,2024-11-03T22:55:51.599Z,40.7471412,-111.9215462,1286.709,0.307,0.25,9073,82551.599,2.02,3,MSLV
28308.3952,2024-11-03T22:55:51.698Z,40.7471411,-111.9215458,1286.799,0.108,0.31,9073,82551.699,2.02,3,MSLV
28408.3648,2024-11-03T22:55:51.798Z,40.7471412,-111.9215464,1286.79,0.14,0.13,9073,82551.799,2.02,3,MSLV
28508.3344,2024-11-03T22:55:51.899Z,40.747141,-111.9215472,1286.656,0.089,0.15,9073,82551.899,2.02,3,MSLV
28608.304,2024-11-03T22:55:52.000Z,40.7471413,-111.9215478,1286.683,0.203,0.09,9073,82552,2.02,3,MSLV
28708.2736,2024-11-03T22:55:52.099Z,40.7471412,-111.9215483,1286.656,0.19,0.21,9073,82552.099,2.02,3,MSLV
28808.2432,2024-11-03T22:55:52.198Z,40.7471411,-111.921549,1286.536,0.157,0.19,9073,82552.199,2.02,3,MSLV
28908.2128,2024-11-03T22:55:52.298Z,40.7471409,-111.9215485,1286.621,0.184,0.16,9073,82552.299,2.02,3,MSLV
29008.1824,2024-11-03T22:55:52.399Z,40.7471413,-111.9215484,1286.676,0.056,0.18,9073,82552.399,2.02,3,MSLV
29108.152,2024-11-03T22:55:52.498Z,40.7471417,-111.9215486,1286.691,0.178,0.06,9073,82552.499,2.02,3,MSLV
29208.0918,2024-11-03T22:55:52.599Z,40.7471418,-111.9215483,1286.781,0.102,0.18,9073,82552.599,2.02,3,MSLV
29308.0316,2024-11-03T22:55:52.698Z,40.7471418,-111.9215489,1286.728,0.047,0.12,9073,82552.699,2.02,3,MSLV
29407.9714,2024-11-03T22:55:52.798Z,40.7471419,-111.9215492,1286.722,0.038,0.06,9073,82552.799,2.02,3,MSLV
29507.9112,2024-11-03T22:55:52.899Z,40.7471417,-111.9215489,1286.719,0.164,0.05,9073,82552.899,2.12,3,MSLV
29607.851,2024-11-03T22:55:53.000Z,40.7471417,-111.9215492,1286.737,0.114,0.17,9073,82553,2.12,3,MSLV
29707.7908,2024-11-03T22:55:53.099Z,40.7471418,-111.9215499,1286.663,0.11,0.12,9073,82553.099,2.12,3,MSLV
29807.7306,2024-11-03T22:55:53.198Z,40.7471415,-111.9215496,1286.67,0.127,0.11,9073,82553.199,2.12,3,MSLV
29907.6704,2024-11-03T22:55:53.298Z,40.7471414,-111.9215501,1286.58,0.06,0.13,9073,82553.299,2.12,3,MSLV
30007.6102,2024-11-03T22:55:53.399Z,40.7471413,-111.9215495,1286.649,0.205,0.07,9073,82553.399,2.12,3,MSLV
30107.55,2024-11-03T22:55:53.498Z,40.7471415,-111.9215499,1286.576,0.163,0.2,9073,82553.499,2.12,3,MSLV
30207.701,2024-11-03T22:55:53.599Z,40.7471413,-111.9215498,1286.615,0.136,0.17,9073,82553.599,1.73,3,MSLV
30307.852,2024-11-03T22:55:53.698Z,40.7471414,-111.9215504,1286.565,0.035,0.14,9073,82553.699,1.73,3,MSLV
30408.003,2024-11-03T22:55:53.798Z,40.7471413,-111.9215503,1286.532,0.114,0.04,9073,82553.799,1.73,3,MSLV
30508.154,2024-11-03T22:55:53.899Z,40.7471414,-111.9215507,1286.536,0.02,0.12,9073,82553.899,1.73,3,MSLV
30608.305,2024-11-03T22:55:54.000Z,40.7471416,-111.921551,1286.538,0.085,0.03,9073,82554,1.73,3,MSLV
30708.456,2024-11-03T22:55:54.099Z,40.7471417,-111.921551,1286.563,0.052,0.09,9073,82554.099,1.73,3,MSLV
30808.607,2024-11-03T22:55:54.198Z,40.7471415,-111.9215508,1286.547,0.12,0.05,9073,82554.199,1.73,3,MSLV
30908.758,2024-11-03T22:55:54.298Z,40.7471419,-111.9215512,1286.603,0.094,0.12,9073,82554.299,1.73,3,MSLV
31008.909,2024-11-03T22:55:54.399Z,40.7471418,-111.9215511,1286.596,0.074,0.1,9073,82554.399,1.73,3,MSLV
31109.06,2024-11-03T22:55:54.498Z,40.7471418,-111.9215511,1286.609,0.177,0.08,9073,82554.499,1.73,3,MSLV
31209.2362,2024-11-03T22:55:54.599Z,40.7471421,-111.9215523,1286.541,0.195,0.18,9073,82554.599,1.73,3,MSLV
31309.4124,2024-11-03T22:55:54.698Z,40.747142,-111.9215526,1286.577,0.146,0.2,9073,82554.699,1.73,3,MSLV
31409.5886,2024-11-03T22:55:54.798Z,40.7471419,-111.9215531,1286.502,0.082,0.15,9073,82554.799,1.73,3,MSLV
31509.7648,2024-11-03T22:55:54.899Z,40.7471419,-111.9215531,1286.496,0.035,0.08,9073,82554.899,1.73,3,MSLV
31609.941,2024-11-03T22:55:55.000Z,40.7471419,-111.9215534,1286.465,0.051,0.04,9073,82555,1.73,3,MSLV
31710.1172,2024-11-03T22:55:55.099Z,40.7471422,-111.9215541,1286.504,0.219,0.05,9073,82555.099,1.73,3,MSLV
31810.2934,2024-11-03T22:55:55.198Z,40.747142,-111.9215541,1286.487,0.069,0.22,9073,82555.199,1.73,3,MSLV
31910.4696,2024-11-03T22:55:55.298Z,40.7471422,-111.9215543,1286.486,0.082,0.07,9073,82555.299,1.73,3,MSLV
32010.6458,2024-11-03T22:55:55.399Z,40.7471423,-111.9215542,1286.563,0.015,0.08,9073,82555.399,1.73,3,MSLV
32110.822,2024-11-03T22:55:55.498Z,40.7471423,-111.9215544,1286.585,0.04,0.05,9073,82555.499,1.73,3,MSLV
32210.8402,2024-11-03T22:55:55.599Z,40.7471422,-111.9215549,1286.559,0.094,0.08,9073,82555.599,1.73,3,MSLV
32310.8584,2024-11-03T22:55:55.698Z,40.7471422,-111.921555,1286.48,0.12,0.11,9073,82555.699,1.73,3,MSLV
32410.8766,2024-11-03T22:55:55.798Z,40.7471424,-111.9215552,1286.563,0.064,0.12,9073,82555.799,1.73,3,MSLV
32510.8948,2024-11-03T22:55:55.899Z,40.7471424,-111.9215555,1286.474,0.129,0.09,9073,82555.899,1.73,3,MSLV
32610.913,2024-11-03T22:55:56.000Z,40.7471424,-111.921555,1286.549,0.195,0.13,9073,82556,1.73,3,MSLV
32710.9312,2024-11-03T22:55:56.099Z,40.7471428,-111.9215554,1286.57,0.158,0.2,9073,82556.099,1.73,3,MSLV
32810.9494,2024-11-03T22:55:56.198Z,40.7471428,-111.9215558,1286.538,0.073,0.18,9073,82556.199,1.73,3,MSLV
32910.9676,2024-11-03T22:55:56.298Z,40.7471424,-111.9215573,1286.438,0.27,0.1,9073,82556.299,1.73,3,MSLV
33010.9858,2024-11-03T22:55:56.399Z,40.7471423,-111.9215576,1286.385,0.122,0.27,9073,82556.399,1.73,3,MSLV
33111.004,2024-11-03T22:55:56.498Z,40.7471423,-111.9215581,1286.329,0.198,0.12,9073,82556.499,1.73,3,MSLV
33211.1136,2024-11-03T22:55:56.599Z,40.7471424,-111.9215586,1286.303,0.138,0.2,9073,82556.599,1.73,3,MSLV
33311.2232,2024-11-03T22:55:56.698Z,40.7471426,-111.9215581,1286.409,0.044,0.14,9073,82556.699,1.73,3,MSLV
33411.3328,2024-11-03T22:55:56.798Z,40.747143,-111.9215581,1286.517,0.175,0.05,9073,82556.799,1.73,3,MSLV
33511.4424,2024-11-03T22:55:56.899Z,40.747143,-111.9215583,1286.504,0.072,0.19,9073,82556.899,1.73,3,MSLV
33611.552,2024-11-03T22:55:57.000Z,40.7471428,-111.9215581,1286.533,0.158,0.1,9073,82557,1.73,3,MSLV
33711.6616,2024-11-03T22:55:57.099Z,40.7471428,-111.9215583,1286.474,0.115,0.18,9073,82557.099,1.73,3,MSLV
33811.7712,2024-11-03T22:55:57.198Z,40.7471425,-111.9215585,1286.501,0.242,0.12,9073,82557.199,1.73,3,MSLV
33911.8808,2024-11-03T22:55:57.298Z,40.7471423,-111.9215589,1286.445,0.205,0.25,9073,82557.299,1.73,3,MSLV
34011.9904,2024-11-03T22:55:57.399Z,40.7471419,-111.9215589,1286.378,0.23,0.21,9073,82557.399,1.73,3,MSLV
34112.1,2024-11-03T22:55:57.498Z,40.7471418,-111.9215594,1286.391,0.235,0.23,9073,82557.499,1.73,3,MSLV
34211.7732,2024-11-03T22:55:57.599Z,40.7471418,-111.9215597,1286.415,0.192,0.24,9073,82557.599,1.57,3,MSLV
34311.4464,2024-11-03T22:55:57.698Z,40.7471417,-111.9215598,1286.426,0.164,0.2,9073,82557.699,1.57,3,MSLV
34411.1196,2024-11-03T22:55:57.798Z,40.7471417,-111.9215597,1286.41,0.183,0.17,9073,82557.799,1.57,3,MSLV
34510.7928,2024-11-03T22:55:57.899Z,40.7471415,-111.9215604,1286.288,0.049,0.19,9073,82557.899,1.57,3,MSLV
34610.466,2024-11-03T22:55:58.000Z,40.7471413,-111.9215598,1286.31,0.203,0.05,9073,82558,1.57,3,MSLV
34710.1392,2024-11-03T22:55:58.099Z,40.7471414,-111.9215607,1286.288,0.109,0.2,9073,82558.099,1.57,3,MSLV
34809.8124,2024-11-03T22:55:58.198Z,40.7471413,-111.9215614,1286.257,0.143,0.11,9073,82558.199,1.73,3,MSLV
34909.4856,2024-11-03T22:55:58.298Z,40.7471413,-111.9215612,1286.25,0.065,0.15,9073,82558.299,1.57,3,MSLV
35009.1588,2024-11-03T22:55:58.399Z,40.7471414,-111.9215618,1286.191,0.169,0.07,9073,82558.399,1.73,3,MSLV
35108.832,2024-11-03T22:55:58.498Z,40.7471407,-111.9215615,1286.077,0.221,0.17,9073,82558.499,1.73,3,MSLV
35208.7812,2024-11-03T22:55:58.599Z,40.7471412,-111.9215624,1286.117,0.147,0.23,9073,82558.599,1.57,3,MSLV
35308.7304,2024-11-03T22:55:58.698Z,40.747141,-111.921562,1286.088,0.108,0.15,9073,82558.699,1.73,3,MSLV
35408.6796,2024-11-03T22:55:58.798Z,40.747141,-111.9215623,1286.048,0.012,0.11,9073,82558.799,1.73,3,MSLV
35508.6288,2024-11-03T22:55:58.899Z,40.747141,-111.9215626,1286.019,0.014,0.04,9073,82558.899,1.57,3,MSLV
35608.578,2024-11-03T22:55:59.000Z,40.7471405,-111.9215629,1285.972,0.303,0.04,9073,82559,1.57,3,MSLV
35708.5272,2024-11-03T22:55:59.099Z,40.7471408,-111.9215639,1285.926,0.2,0.31,9073,82559.099,1.57,3,MSLV
35808.4764,2024-11-03T22:55:59.198Z,40.7471408,-111.9215642,1285.921,0.189,0.21,9073,82559.199,1.57,3,MSLV
35908.4256,2024-11-03T22:55:59.298Z,40.7471407,-111.9215641,1285.914,0.095,0.19,9073,82559.299,1.57,3,MSLV
36008.3748,2024-11-03T22:55:59.399Z,40.7471406,-111.9215644,1285.893,0.117,0.1,9073,82559.399,1.57,3,MSLV
36108.324,2024-11-03T22:55:59.498Z,40.7471406,-111.9215653,1285.83,0.21,0.12,9073,82559.499,1.57,3,MSLV
36208.2868,2024-11-03T22:55:59.599Z,40.7471406,-111.9215657,1285.769,0.222,0.22,9073,82559.599,1.57,3,MSLV
36308.2496,2024-11-03T22:55:59.698Z,40.7471409,-111.9215659,1285.785,0.195,0.23,9073,82559.699,1.57,3,MSLV
36408.2124,2024-11-03T22:55:59.798Z,40.7471406,-111.9215656,1285.784,0.066,0.2,9073,82559.799,1.57,3,MSLV
36508.1752,2024-11-03T22:55:59.899Z,40.7471407,-111.9215656,1285.755,0.058,0.08,9073,82559.899,1.76,3,MSLV
36608.138,2024-11-03T22:56:00.000Z,40.7471407,-111.921565,1285.769,0.131,0.09,9073,82560,1.76,3,MSLV
36708.1008,2024-11-03T22:56:00.099Z,40.7471409,-111.9215645,1285.814,0.148,0.14,9073,82560.099,1.76,3,MSLV
36808.0636,2024-11-03T22:56:00.198Z,40.7471409,-111.9215645,1285.775,0.214,0.15,9073,82560.199,1.76,3,MSLV
36908.0264,2024-11-03T22:56:00.298Z,40.7471396,-111.9215606,1286.039,1.334,0.22,9073,82560.299,1.76,3,MSLV
37007.9892,2024-11-03T22:56:00.399Z,40.7471377,-111.9215574,1286.244,2.186,1.34,9073,82560.399,1.76,3,MSLV
37107.952,2024-11-03T22:56:00.498Z,40.7471365,-111.9215564,1286.289,1.967,2.19,9073,82560.499,1.76,3,MSLV
37207.8864,2024-11-03T22:56:00.599Z,40.7471374,-111.921557,1286.262,0.738,1.98,9073,82560.599,1.76,3,MSLV
37307.8208,2024-11-03T22:56:00.698Z,40.747137,-111.9215562,1286.269,0.738,0.76,9073,82560.699,1.76,3,MSLV
37407.7552,2024-11-03T22:56:00.798Z,40.7471372,-111.9215566,1286.236,0.462,0.76,9073,82560.799,1.76,3,MSLV
37507.6896,2024-11-03T22:56:00.899Z,40.7471373,-111.9215566,1286.271,0.302,0.49,9073,82560.899,1.76,3,MSLV
37607.624,2024-11-03T22:56:01.000Z,40.747137,-111.9215568,1286.202,0.277,0.35,9073,82561,1.76,3,MSLV
37707.5584,2024-11-03T22:56:01.099Z,40.7471372,-111.9215579,1286.15,0.048,0.31,9073,82561.099,1.76,3,MSLV
37807.4928,2024-11-03T22:56:01.198Z,40.747137,-111.9215577,1286.107,0.074,0.13,9073,82561.199,1.76,3,MSLV
37907.4272,2024-11-03T22:56:01.298Z,40.7471368,-111.9215577,1286.15,0.233,0.13,9073,82561.299,1.76,3,MSLV
38007.3616,2024-11-03T22:56:01.399Z,40.7471371,-111.9215578,1286.191,0.058,0.26,9073,82561.399,1.76,3,MSLV
38107.296,2024-11-03T22:56:01.498Z,40.7471371,-111.9215581,1286.153,0.062,0.15,9073,82561.499,1.76,3,MSLV
38207.3588,2024-11-03T22:56:01.599Z,40.7471372,-111.9215588,1286.119,0.169,0.14,9073,82561.599,1.76,3,MSLV
38307.4216,2024-11-03T22:56:01.698Z,40.7471373,-111.9215586,1286.112,0.142,0.2,9073,82561.699,1.76,3,MSLV
38407.4844,2024-11-03T22:56:01.798Z,40.7471374,-111.9215586,1286.161,0.054,0.18,9073,82561.799,1.76,3,MSLV
38507.5472,2024-11-03T22:56:01.899Z,40.7471375,-111.9215584,1286.18,0.108,0.15,9073,82561.899,1.76,3,MSLV
38607.61,2024-11-03T22:56:02.000Z,40.7471375,-111.9215589,1286.079,0.164,0.18,9073,82562,2.08,3,MSLV
38707.6728,2024-11-03T22:56:02.099Z,40.7471361,-111.9215568,1286.145,0.946,0.19,9073,82562.099,2.08,3,MSLV
38807.7356,2024-11-03T22:56:02.198Z,40.7471361,-111.9215573,1286.086,0.51,0.96,9073,82562.199,1.76,3,MSLV
38907.7984,2024-11-03T22:56:02.298Z,40.7471368,-111.9215587,1286.044,0.269,0.52,9073,82562.299,2.08,3,MSLV
39007.8612,2024-11-03T22:56:02.399Z,40.7471364,-111.9215577,1286.057,0.156,0.29,9073,82562.399,2.08,3,MSLV
39107.924,2024-11-03T22:56:02.498Z,40.7471365,-111.9215581,1286.005,0.06,0.19,9073,82562.499,2.08,3,MSLV
39208.0504,2024-11-03T22:56:02.599Z,40.7471364,-111.9215585,1285.952,0.053,0.11,9073,82562.599,2.08,3,MSLV
39308.1768,2024-11-03T22:56:02.698Z,40.7471365,-111.9215584,1285.968,0.087,0.1,9073,82562.699,2.08,3,MSLV
39408.3032,2024-11-03T22:56:02.798Z,40.7471364,-111.921559,1285.87,0.09,0.13,9073,82562.799,2.08,3,MSLV
39508.4296,2024-11-03T22:56:02.899Z,40.7471367,-111.9215599,1285.809,0.285,0.11,9073,82562.899,2.08,3,MSLV
39608.556,2024-11-03T22:56:03.000Z,40.7471366,-111.9215593,1285.783,0.179,0.29,9073,82563,2.08,3,MSLV
39708.6824,2024-11-03T22:56:03.099Z,40.7471364,-111.9215587,1285.863,0.159,0.19,9073,82563.099,1.89,3,MSLV
39808.8088,2024-11-03T22:56:03.198Z,40.747137,-111.9215606,1285.771,0.39,0.18,9073,82563.199,1.89,3,MSLV
39908.9352,2024-11-03T22:56:03.298Z,40.7471371,-111.9215608,1285.794,0.254,0.39,9073,82563.299,1.89,3,MSLV
40009.0616,2024-11-03T22:56:03.399Z,40.7471372,-111.9215611,1285.786,0.231,0.26,9073,82563.399,1.89,3,MSLV
40109.188,2024-11-03T22:56:03.498Z,40.7471369,-111.9215601,1285.768,0.282,0.24,9073,82563.499,1.89,3,MSLV
40209.1816,2024-11-03T22:56:03.599Z,40.7471371,-111.921561,1285.719,0.108,0.29,9073,82563.599,1.89,3,MSLV
40309.1752,2024-11-03T22:56:03.698Z,40.7471372,-111.9215617,1285.665,0.231,0.12,9073,82563.699,1.89,3,MSLV
40409.1688,2024-11-03T22:56:03.798Z,40.7471369,-111.9215616,1285.565,0.055,0.23,9073,82563.799,1.89,3,MSLV
40509.1624,2024-11-03T22:56:03.899Z,40.7471371,-111.9215621,1285.511,0.127,0.06,9073,82563.899,1.89,3,MSLV
40609.156,2024-11-03T22:56:04.000Z,40.7471369,-111.9215611,1285.652,0.25,0.13,9073,82564,1.89,3,MSLV
40709.1496,2024-11-03T22:56:04.099Z,40.7471373,-111.9215618,1285.597,0.151,0.25,9073,82564.099,1.88,3,MSLV
40809.1432,2024-11-03T22:56:04.198Z,40.747137,-111.9215611,1285.694,0.274,0.15,9073,82564.199,1.88,3,MSLV
40909.1368,2024-11-03T22:56:04.298Z,40.7471369,-111.921561,1285.666,0.19,0.28,9073,82564.299,1.88,3,MSLV
41009.1304,2024-11-03T22:56:04.399Z,40.7471369,-111.9215612,1285.578,0.1,0.19,9073,82564.399,1.88,3,MSLV
41109.124,2024-11-03T22:56:04.498Z,40.7471372,-111.9215611,1285.635,0.083,0.1,9073,82564.499,1.88,3,MSLV
41209.138,2024-11-03T22:56:04.599Z,40.7471376,-111.9215625,1285.487,0.549,0.09,9073,82564.599,1.88,3,MSLV
